location,date,total_cases,population,infection_rate
India,2021-05-09,22662575,1417173120,1.59914
India,2021-05-10,22992517,1417173120,1.62242
India,2021-05-11,23340938,1417173120,1.64701
India,2021-05-12,23703665,1417173120,1.67260
India,2021-05-13,24046809,1417173120,1.69682
India,2021-05-14,24372907,1417173120,1.71983
India,2021-05-15,24684077,1417173120,1.74178
India,2021-05-16,24965463,1417173120,1.76164
India,2021-05-17,25228996,1417173120,1.78023
India,2021-05-18,25496330,1417173120,1.79910
India,2021-05-19,25772440,1417173120,1.81858
India,2021-05-20,26031991,1417173120,1.83690
India,2021-05-21,26289290,1417173120,1.85505
India,2021-05-22,26530132,1417173120,1.87205
India,2021-05-23,26752447,1417173120,1.88773
India,2021-05-24,26948874,1417173120,1.90159
India,2021-05-25,27157795,1417173120,1.91634
India,2021-05-26,27369093,1417173120,1.93125
India,2021-05-27,27555457,1417173120,1.94440
India,2021-05-28,27729247,1417173120,1.95666
India,2021-05-29,27894800,1417173120,1.96834
India,2021-05-30,28047534,1417173120,1.97912
India,2021-05-31,28175044,1417173120,1.98812
India,2021-06-01,28307832,1417173120,1.99749
India,2021-06-02,28441986,1417173120,2.00695
India,2021-06-03,28574350,1417173120,2.01629
India,2021-06-04,28694879,1417173120,2.02480
India,2021-06-05,28809339,1417173120,2.03287
India,2021-06-06,28909975,1417173120,2.03997
India,2021-06-07,28996473,1417173120,2.04608
India,2021-06-08,29089069,1417173120,2.05261
India,2021-06-09,29182532,1417173120,2.05921
India,2021-06-10,29274823,1417173120,2.06572
India,2021-06-11,29359155,1417173120,2.07167
India,2021-06-12,29439989,1417173120,2.07737
India,2021-06-13,29510410,1417173120,2.08234
India,2021-06-14,29570881,1417173120,2.08661
India,2021-06-15,29633105,1417173120,2.09100
India,2021-06-16,29700313,1417173120,2.09574
India,2021-06-17,29762793,1417173120,2.10015
India,2021-06-18,29823546,1417173120,2.10444
India,2021-06-19,29881772,1417173120,2.10855
India,2021-06-20,29935221,1417173120,2.11232
India,2021-06-21,29977861,1417173120,2.11533
India,2021-06-22,30028709,1417173120,2.11892
India,2021-06-23,30082778,1417173120,2.12273
India,2021-06-24,30134445,1417173120,2.12638
India,2021-06-25,30183143,1417173120,2.12981
India,2021-06-26,30233183,1417173120,2.13334
India,2021-06-27,30279331,1417173120,2.13660
India,2021-06-28,30316897,1417173120,2.13925
India,2021-06-29,30362848,1417173120,2.14249
India,2021-06-30,30411634,1417173120,2.14594
India,2021-07-01,30458251,1417173120,2.14923
India,2021-07-02,30502362,1417173120,2.15234
India,2021-07-03,30545433,1417173120,2.15538
India,2021-07-04,30585229,1417173120,2.15819
India,2021-07-05,30619932,1417173120,2.16063
India,2021-07-06,30663665,1417173120,2.16372
India,2021-07-07,30709557,1417173120,2.16696
India,2021-07-08,30752950,1417173120,2.17002
India,2021-07-09,30795716,1417173120,2.17304
India,2021-07-10,30837222,1417173120,2.17597
India,2021-07-11,30874376,1417173120,2.17859
India,2021-07-12,30907282,1417173120,2.18091
India,2021-07-13,30946147,1417173120,2.18365
India,2021-07-14,30987880,1417173120,2.18660
India,2021-07-15,31026829,1417173120,2.18935
India,2021-07-16,31064908,1417173120,2.19203
India,2021-07-17,31106065,1417173120,2.19494
India,2021-07-18,31144229,1417173120,2.19763
India,2021-07-19,31174322,1417173120,2.19975
India,2021-07-20,31216337,1417173120,2.20272
India,2021-07-21,31257720,1417173120,2.20564
India,2021-07-22,31293062,1417173120,2.20813
India,2021-07-23,31332159,1417173120,2.21089
India,2021-07-24,31371901,1417173120,2.21370
India,2021-07-25,31411262,1417173120,2.21647
India,2021-07-26,31440951,1417173120,2.21857
India,2021-07-27,31484605,1417173120,2.22165
India,2021-07-28,31528114,1417173120,2.22472
India,2021-07-29,31572344,1417173120,2.22784
India,2021-07-30,31613993,1417173120,2.23078
India,2021-07-31,31655824,1417173120,2.23373
India,2021-08-01,31695958,1417173120,2.23656
India,2021-08-02,31726507,1417173120,2.23872
India,2021-08-03,31769132,1417173120,2.24173
India,2021-08-04,31812114,1417173120,2.24476
India,2021-08-05,31856757,1417173120,2.24791
India,2021-08-06,31895385,1417173120,2.25063
India,2021-08-07,31934455,1417173120,2.25339
India,2021-08-08,31969954,1417173120,2.25590
India,2021-08-09,31998158,1417173120,2.25789
India,2021-08-10,32036511,1417173120,2.26059
India,2021-08-11,32077706,1417173120,2.26350
India,2021-08-12,32117826,1417173120,2.26633
India,2021-08-13,32156493,1417173120,2.26906
India,2021-08-14,32192576,1417173120,2.27161
India,2021-08-15,32225513,1417173120,2.27393
India,2021-08-16,32250679,1417173120,2.27570
India,2021-08-17,32285857,1417173120,2.27819
India,2021-08-18,32322258,1417173120,2.28076
India,2021-08-19,32358829,1417173120,2.28334
India,2021-08-20,32393286,1417173120,2.28577
India,2021-08-21,32424234,1417173120,2.28795
India,2021-08-22,32449306,1417173120,2.28972
India,2021-08-23,32474773,1417173120,2.29152
India,2021-08-24,32512366,1417173120,2.29417
India,2021-08-25,32558530,1417173120,2.29743
India,2021-08-26,32603188,1417173120,2.30058
India,2021-08-27,32649947,1417173120,2.30388
India,2021-08-28,32695030,1417173120,2.30706
India,2021-08-29,32737939,1417173120,2.31009
India,2021-08-30,32768880,1417173120,2.31227
India,2021-08-31,32810845,1417173120,2.31523
India,2021-09-01,32857937,1417173120,2.31855
India,2021-09-02,32903289,1417173120,2.32176
India,2021-09-03,32945907,1417173120,2.32476
India,2021-09-04,32988673,1417173120,2.32778
India,2021-09-05,33027621,1417173120,2.33053
India,2021-09-06,33058843,1417173120,2.33273
India,2021-09-07,33096718,1417173120,2.33540
India,2021-09-08,33139981,1417173120,2.33846
India,2021-09-09,33174954,1417173120,2.34092
India,2021-09-10,33208330,1417173120,2.34328
India,2021-09-11,33236921,1417173120,2.34530
India,2021-09-12,33264175,1417173120,2.34722
India,2021-09-13,33289579,1417173120,2.34901
India,2021-09-14,33316755,1417173120,2.35093
India,2021-09-15,33347325,1417173120,2.35309
India,2021-09-16,33381728,1417173120,2.35552
India,2021-09-17,33417390,1417173120,2.35803
India,2021-09-18,33448163,1417173120,2.36020
India,2021-09-19,33478419,1417173120,2.36234
India,2021-09-20,33504534,1417173120,2.36418
India,2021-09-21,33531498,1417173120,2.36608
India,2021-09-22,33563421,1417173120,2.36834
India,2021-09-23,33594803,1417173120,2.37055
India,2021-09-24,33624419,1417173120,2.37264
India,2021-09-25,33652745,1417173120,2.37464
India,2021-09-26,33678786,1417173120,2.37648
India,2021-09-27,33697581,1417173120,2.37780
India,2021-09-28,33716451,1417173120,2.37913
India,2021-09-29,33739980,1417173120,2.38079
India,2021-09-30,33766707,1417173120,2.38268
India,2021-10-01,33791061,1417173120,2.38440
India,2021-10-02,33813903,1417173120,2.38601
India,2021-10-03,33834702,1417173120,2.38748
India,2021-10-04,33853048,1417173120,2.38877
India,2021-10-05,33871881,1417173120,2.39010
India,2021-10-06,33894312,1417173120,2.39168
India,2021-10-07,33915569,1417173120,2.39318
India,2021-10-08,33935309,1417173120,2.39458
India,2021-10-09,33953475,1417173120,2.39586
India,2021-10-10,33971607,1417173120,2.39714
India,2021-10-11,33985920,1417173120,2.39815
India,2021-10-12,34001743,1417173120,2.39927
India,2021-10-13,34020730,1417173120,2.40061
India,2021-10-14,34037592,1417173120,2.40179
India,2021-10-15,34053573,1417173120,2.40292
India,2021-10-16,34067719,1417173120,2.40392
India,2021-10-17,34081315,1417173120,2.40488
India,2021-10-18,34094373,1417173120,2.40580
India,2021-10-19,34108996,1417173120,2.40683
India,2021-10-20,34127450,1417173120,2.40814
India,2021-10-21,34143236,1417173120,2.40925
India,2021-10-22,34159562,1417173120,2.41040
India,2021-10-23,34175468,1417173120,2.41152
India,2021-10-24,34189774,1417173120,2.41253
India,2021-10-25,34202202,1417173120,2.41341
India,2021-10-26,34215653,1417173120,2.41436
India,2021-10-27,34231809,1417173120,2.41550
India,2021-10-28,34246157,1417173120,2.41651
India,2021-10-29,34260470,1417173120,2.41752
India,2021-10-30,34273300,1417173120,2.41843
India,2021-10-31,34285814,1417173120,2.41931
India,2021-11-01,34296237,1417173120,2.42005
India,2021-11-02,34308140,1417173120,2.42089
India,2021-11-03,34321025,1417173120,2.42179
India,2021-11-04,34333754,1417173120,2.42269
India,2021-11-05,34344683,1417173120,2.42346
India,2021-11-06,34355509,1417173120,2.42423
India,2021-11-07,34366987,1417173120,2.42504
India,2021-11-08,34377113,1417173120,2.42575
India,2021-11-09,34388579,1417173120,2.42656
India,2021-11-10,34401670,1417173120,2.42749
India,2021-11-11,34414186,1417173120,2.42837
India,2021-11-12,34426036,1417173120,2.42920
India,2021-11-13,34437307,1417173120,2.43000
India,2021-11-14,34447536,1417173120,2.43072
India,2021-11-15,34456401,1417173120,2.43135
India,2021-11-16,34466598,1417173120,2.43207
India,2021-11-17,34478517,1417173120,2.43291
India,2021-11-18,34489623,1417173120,2.43369
India,2021-11-19,34499925,1417173120,2.43442
India,2021-11-20,34510413,1417173120,2.43516
India,2021-11-21,34518901,1417173120,2.43576
India,2021-11-22,34526480,1417173120,2.43629
India,2021-11-23,34535763,1417173120,2.43695
India,2021-11-24,34544882,1417173120,2.43759
India,2021-11-25,34555431,1417173120,2.43834
India,2021-11-26,34563749,1417173120,2.43892
India,2021-11-27,34572523,1417173120,2.43954
India,2021-11-28,34580832,1417173120,2.44013
India,2021-11-29,34587822,1417173120,2.44062
India,2021-11-30,34596776,1417173120,2.44125
India,2021-12-01,34606541,1417173120,2.44194
India,2021-12-02,34615757,1417173120,2.44259
India,2021-12-03,34624360,1417173120,2.44320
India,2021-12-04,34624360,1417173120,2.44320
India,2021-12-05,34641561,1417173120,2.44441
India,2021-12-06,34648383,1417173120,2.44489
India,2021-12-07,34656822,1417173120,2.44549
India,2021-12-08,34666241,1417173120,2.44615
India,2021-12-09,34674643,1417173120,2.44675
India,2021-12-10,34682633,1417173120,2.44731
India,2021-12-11,34690510,1417173120,2.44787
India,2021-12-12,34697860,1417173120,2.44839
India,2021-12-13,34703644,1417173120,2.44879
India,2021-12-14,34710628,1417173120,2.44929
India,2021-12-15,34718602,1417173120,2.44985
India,2021-12-16,34726049,1417173120,2.45037
India,2021-12-17,34726049,1417173120,2.45037
India,2021-12-18,34733194,1417173120,2.45088
India,2021-12-19,34746838,1417173120,2.45184
India,2021-12-20,34752164,1417173120,2.45222
India,2021-12-21,34758481,1417173120,2.45266
India,2021-12-22,34765976,1417173120,2.45319
India,2021-12-23,34772626,1417173120,2.45366
India,2021-12-24,34779815,1417173120,2.45417
India,2021-12-25,34786802,1417173120,2.45466
India,2021-12-26,34793333,1417173120,2.45512
India,2021-12-27,34799691,1417173120,2.45557
India,2021-12-28,34808886,1417173120,2.45622
India,2021-12-29,34822040,1417173120,2.45715
India,2021-12-30,34838804,1417173120,2.45833
India,2021-12-31,34861579,1417173120,2.45994
India,2022-01-01,34889132,1417173120,2.46188
India,2022-01-02,34922882,1417173120,2.46426
India,2022-01-03,34960261,1417173120,2.46690
India,2022-01-04,35018358,1417173120,2.47100
India,2022-01-05,35109286,1417173120,2.47742
India,2022-01-06,35226386,1417173120,2.48568
India,2022-01-07,35368372,1417173120,2.49570
India,2022-01-08,35528004,1417173120,2.50696
India,2022-01-09,35707727,1417173120,2.51964
India,2022-01-10,35875790,1417173120,2.53150
India,2022-01-11,36070510,1417173120,2.54524
India,2022-01-12,36317927,1417173120,2.56270
India,2022-01-13,36582129,1417173120,2.58135
India,2022-01-14,36850962,1417173120,2.60031
India,2022-01-15,37122164,1417173120,2.61945
India,2022-01-16,37380253,1417173120,2.63766
India,2022-01-17,37618271,1417173120,2.65446
India,2022-01-18,37901241,1417173120,2.67443
India,2022-01-19,38218773,1417173120,2.69683
India,2022-01-20,38566027,1417173120,2.72133
India,2022-01-21,38903731,1417173120,2.74516
India,2022-01-22,39237264,1417173120,2.76870
India,2022-01-23,39543328,1417173120,2.79030
India,2022-01-24,39799202,1417173120,2.80835
India,2022-01-25,40085116,1417173120,2.82853
India,2022-01-26,40371500,1417173120,2.84873
India,2022-01-27,40622709,1417173120,2.86646
India,2022-01-28,40858241,1417173120,2.88308
India,2022-01-29,41092522,1417173120,2.89961
India,2022-01-30,41302440,1417173120,2.91442
India,2022-01-31,41469499,1417173120,2.92621
India,2022-02-01,41630885,1417173120,2.93760
India,2022-02-02,41803318,1417173120,2.94977
India,2022-02-03,41952712,1417173120,2.96031
India,2022-02-04,42080664,1417173120,2.96934
India,2022-02-05,42188138,1417173120,2.97692
India,2022-02-06,42272014,1417173120,2.98284
India,2022-02-07,42339611,1417173120,2.98761
India,2022-02-08,42410976,1417173120,2.99265
India,2022-02-09,42478060,1417173120,2.99738
India,2022-02-10,42536137,1417173120,3.00148
India,2022-02-11,42586544,1417173120,3.00503
India,2022-02-12,42631421,1417173120,3.00820
India,2022-02-13,42665534,1417173120,3.01061
India,2022-02-14,42692943,1417173120,3.01254
India,2022-02-15,42723558,1417173120,3.01470
India,2022-02-16,42754315,1417173120,3.01687
India,2022-02-17,42780235,1417173120,3.01870
India,2022-02-18,42802505,1417173120,3.02027
India,2022-02-19,42822473,1417173120,3.02168
India,2022-02-20,42838524,1417173120,3.02282
India,2022-02-21,42851929,1417173120,3.02376
India,2022-02-22,42867031,1417173120,3.02483
India,2022-02-23,42881179,1417173120,3.02583
India,2022-02-24,42894345,1417173120,3.02675
India,2022-02-25,42905844,1417173120,3.02757
India,2022-02-26,42916117,1417173120,3.02829
India,2022-02-27,42924130,1417173120,3.02886
India,2022-02-28,42931045,1417173120,3.02934
India,2022-03-01,42938599,1417173120,3.02988
India,2022-03-02,42945160,1417173120,3.03034
India,2022-03-03,42951556,1417173120,3.03079
India,2022-03-04,42957477,1417173120,3.03121
India,2022-03-05,42962953,1417173120,3.03160
India,2022-03-06,42967315,1417173120,3.03190
India,2022-03-07,42971308,1417173120,3.03218
India,2022-03-08,42975883,1417173120,3.03251
India,2022-03-09,42980067,1417173120,3.03280
India,2022-03-10,42984261,1417173120,3.03310
India,2022-03-11,42987875,1417173120,3.03335
India,2022-03-12,42990991,1417173120,3.03357
India,2022-03-13,42993494,1417173120,3.03375
India,2022-03-14,42996062,1417173120,3.03393
India,2022-03-15,42998938,1417173120,3.03413
India,2022-03-16,43001477,1417173120,3.03431
India,2022-03-17,43004005,1417173120,3.03449
India,2022-03-18,43006080,1417173120,3.03464
India,2022-03-19,43007841,1417173120,3.03476
India,2022-03-20,43009390,1417173120,3.03487
India,2022-03-21,43010971,1417173120,3.03498
India,2022-03-22,43012749,1417173120,3.03511
India,2022-03-23,43014687,1417173120,3.03525
India,2022-03-24,43016372,1417173120,3.03536
India,2022-03-25,43018032,1417173120,3.03548
India,2022-03-26,43019453,1417173120,3.03558
India,2022-03-27,43020723,1417173120,3.03567
India,2022-03-28,43021982,1417173120,3.03576
India,2022-03-29,43023215,1417173120,3.03585
India,2022-03-30,43024440,1417173120,3.03593
India,2022-03-31,43025775,1417173120,3.03603
India,2022-04-01,43027035,1417173120,3.03612
India,2022-04-02,43028131,1417173120,3.03619
India,2022-04-03,43029044,1417173120,3.03626
India,2022-04-04,43029839,1417173120,3.03631
India,2022-04-05,43030925,1417173120,3.03639
India,2022-04-06,43031958,1417173120,3.03646
India,2022-04-07,43033067,1417173120,3.03654
India,2022-04-08,43034217,1417173120,3.03662
India,2022-04-09,43035271,1417173120,3.03670
India,2022-04-10,43036132,1417173120,3.03676
India,2022-04-11,43036928,1417173120,3.03682
India,2022-04-12,43038016,1417173120,3.03689
India,2022-04-13,43039023,1417173120,3.03696
India,2022-04-14,43039972,1417173120,3.03703
India,2022-04-15,43040947,1417173120,3.03710
India,2022-04-16,43042097,1417173120,3.03718
India,2022-04-17,43044280,1417173120,3.03733
India,2022-04-18,43045527,1417173120,3.03742
India,2022-04-19,43047594,1417173120,3.03757
India,2022-04-20,43049974,1417173120,3.03774
India,2022-04-21,43052425,1417173120,3.03791
India,2022-04-22,43054952,1417173120,3.03809
India,2022-04-23,43057545,1417173120,3.03827
India,2022-04-24,43060086,1417173120,3.03845
India,2022-04-25,43060097,1417173120,3.03845
India,2022-04-26,43065496,1417173120,3.03883
India,2022-04-27,43068799,1417173120,3.03906
India,2022-04-28,43072176,1417173120,3.03930
India,2022-04-29,43075864,1417173120,3.03956
India,2022-04-30,43079188,1417173120,3.03980
India,2022-05-01,43082345,1417173120,3.04002
India,2022-05-02,43084913,1417173120,3.04020
India,2022-05-03,43088118,1417173120,3.04043
India,2022-05-04,43091393,1417173120,3.04066
India,2022-05-05,43094938,1417173120,3.04091
India,2022-05-06,43098743,1417173120,3.04118
India,2022-05-07,43102194,1417173120,3.04142
India,2022-05-08,43105401,1417173120,3.04165
India,2022-05-09,43107689,1417173120,3.04181
India,2022-05-10,43110586,1417173120,3.04201
India,2022-05-11,43113413,1417173120,3.04221
India,2022-05-12,43116254,1417173120,3.04241
India,2022-05-13,43119112,1417173120,3.04261
India,2022-05-14,43121599,1417173120,3.04279
India,2022-05-15,43123801,1417173120,3.04295
India,2022-05-16,43125370,1417173120,3.04306
India,2022-05-17,43127199,1417173120,3.04318
India,2022-05-18,43129563,1417173120,3.04335
India,2022-05-19,43131822,1417173120,3.04351
India,2022-05-20,43134145,1417173120,3.04368
India,2022-05-21,43136371,1417173120,3.04383
India,2022-05-22,43138393,1417173120,3.04397
India,2022-05-23,43140068,1417173120,3.04409
India,2022-05-24,43142192,1417173120,3.04424
India,2022-05-25,43144820,1417173120,3.04443
India,2022-05-26,43147530,1417173120,3.04462
India,2022-05-27,43150215,1417173120,3.04481
India,2022-05-28,43153043,1417173120,3.04501
India,2022-05-29,43155749,1417173120,3.04520
India,2022-05-30,43158087,1417173120,3.04536
India,2022-05-31,43160832,1417173120,3.04556
India,2022-06-01,43164544,1417173120,3.04582
India,2022-06-02,43168585,1417173120,3.04611
India,2022-06-03,43172547,1417173120,3.04638
India,2022-06-04,43176817,1417173120,3.04669
India,2022-06-05,43181335,1417173120,3.04700
India,2022-06-06,43185049,1417173120,3.04727
India,2022-06-07,43190282,1417173120,3.04764
India,2022-06-08,43197522,1417173120,3.04815
India,2022-06-09,43205106,1417173120,3.04868
India,2022-06-10,43213435,1417173120,3.04927
India,2022-06-11,43222017,1417173120,3.04988
India,2022-06-12,43230101,1417173120,3.05045
India,2022-06-13,43236695,1417173120,3.05091
India,2022-06-14,43245517,1417173120,3.05153
India,2022-06-15,43257730,1417173120,3.05240
India,2022-06-16,43270577,1417173120,3.05330
India,2022-06-17,43283793,1417173120,3.05423
India,2022-06-18,43296692,1417173120,3.05514
India,2022-06-19,43309473,1417173120,3.05605
India,2022-06-20,43319396,1417173120,3.05675
India,2022-06-21,43331645,1417173120,3.05761
India,2022-06-22,43344958,1417173120,3.05855
India,2022-06-23,43362294,1417173120,3.05977
India,2022-06-24,43378234,1417173120,3.06090
India,2022-06-25,43389973,1417173120,3.06173
India,2022-06-26,43407046,1417173120,3.06293
India,2022-06-27,43418839,1417173120,3.06376
India,2022-06-28,43433345,1417173120,3.06479
India,2022-06-29,43452164,1417173120,3.06612
India,2022-06-30,43469234,1417173120,3.06732
India,2022-07-01,43486326,1417173120,3.06853
India,2022-07-02,43502429,1417173120,3.06966
India,2022-07-03,43518564,1417173120,3.07080
India,2022-07-04,43531650,1417173120,3.07172
India,2022-07-05,43547809,1417173120,3.07286
India,2022-07-06,43566739,1417173120,3.07420
India,2022-07-07,43585554,1417173120,3.07553
India,2022-07-08,43604394,1417173120,3.07686
India,2022-07-09,43622651,1417173120,3.07815
India,2022-07-10,43639329,1417173120,3.07932
India,2022-07-11,43652944,1417173120,3.08028
India,2022-07-12,43669850,1417173120,3.08148
India,2022-07-13,43689989,1417173120,3.08290
India,2022-07-14,43710027,1417173120,3.08431
India,2022-07-15,43730071,1417173120,3.08573
India,2022-07-16,43750599,1417173120,3.08717
India,2022-07-17,43767534,1417173120,3.08837
India,2022-07-18,43783062,1417173120,3.08946
India,2022-07-19,43801678,1417173120,3.09078
India,2022-07-20,43824728,1417173120,3.09240
India,2022-07-21,43847065,1417173120,3.09398
India,2022-07-22,43868476,1417173120,3.09549
India,2022-07-23,43888755,1417173120,3.09692
India,2022-07-24,43905621,1417173120,3.09811
India,2022-07-25,43920451,1417173120,3.09916
India,2022-07-26,43938764,1417173120,3.10045
India,2022-07-27,43959321,1417173120,3.10190
India,2022-07-28,43979730,1417173120,3.10334
India,2022-07-29,44000138,1417173120,3.10478
India,2022-07-30,44019811,1417173120,3.10617
India,2022-07-31,44036275,1417173120,3.10733
India,2022-08-01,44050009,1417173120,3.10830
India,2022-08-02,44067144,1417173120,3.10951
India,2022-08-03,44087037,1417173120,3.11091
India,2022-08-04,44107588,1417173120,3.11236
India,2022-08-05,44126994,1417173120,3.11373
India,2022-08-06,44145709,1417173120,3.11505
India,2022-08-07,44145709,1417173120,3.11505
India,2022-08-08,44174650,1417173120,3.11710
India,2022-08-09,44190697,1417173120,3.11823
India,2022-08-10,44206996,1417173120,3.11938
India,2022-08-11,44223557,1417173120,3.12055
India,2022-08-12,44239372,1417173120,3.12166
India,2022-08-13,44253464,1417173120,3.12266
India,2022-08-14,44268381,1417173120,3.12371
India,2022-08-15,44277711,1417173120,3.12437
India,2022-08-16,44286256,1417173120,3.12497
India,2022-08-17,44298864,1417173120,3.12586
India,2022-08-18,44314618,1417173120,3.12697
India,2022-08-19,44327890,1417173120,3.12791
India,2022-08-20,44339429,1417173120,3.12872
India,2022-08-21,44348960,1417173120,3.12940
India,2022-08-22,44357546,1417173120,3.13000
India,2022-08-23,44368195,1417173120,3.13075
India,2022-08-24,44378920,1417173120,3.13151
India,2022-08-25,44389176,1417173120,3.13223
India,2022-08-26,44398696,1417173120,3.13291
India,2022-08-27,44408132,1417173120,3.13357
India,2022-08-28,44415723,1417173120,3.13411
India,2022-08-29,44415723,1417173120,3.13411
India,2022-08-30,44415723,1417173120,3.13411
India,2022-08-31,44436339,1417173120,3.13556
India,2022-09-01,44442507,1417173120,3.13600
India,2022-09-02,44449726,1417173120,3.13651
India,2022-09-03,44456535,1417173120,3.13699
India,2022-09-04,44462445,1417173120,3.13740
India,2022-09-05,44466862,1417173120,3.13772
India,2022-09-06,44469661,1417173120,3.13791
India,2022-09-07,44478636,1417173120,3.13855
India,2022-09-08,44484729,1417173120,3.13898
India,2022-09-09,44490283,1417173120,3.13937
India,2022-09-10,44495359,1417173120,3.13973
India,2022-09-11,44500580,1417173120,3.14009
India,2022-09-12,44502363,1417173120,3.14022
India,2022-09-13,44510057,1417173120,3.14076
India,2022-09-14,44516479,1417173120,3.14122
India,2022-09-15,44522777,1417173120,3.14166
India,2022-09-16,44528524,1417173120,3.14207
India,2022-09-17,44534188,1417173120,3.14247
India,2022-09-18,44539046,1417173120,3.14281
India,2022-09-19,44543089,1417173120,3.14309
India,2022-09-20,44545011,1417173120,3.14323
India,2022-09-21,44553042,1417173120,3.14380
India,2022-09-22,44558425,1417173120,3.14418
India,2022-09-23,44563337,1417173120,3.14452
India,2022-09-24,44568114,1417173120,3.14486
India,2022-09-25,44572243,1417173120,3.14515
India,2022-09-26,44575473,1417173120,3.14538
India,2022-09-27,44579088,1417173120,3.14563
India,2022-09-28,44583360,1417173120,3.14594
India,2022-09-29,44587307,1417173120,3.14621
India,2022-09-30,44591112,1417173120,3.14648
India,2022-10-01,44594487,1417173120,3.14672
India,2022-10-02,44597498,1417173120,3.14693
India,2022-10-03,44599466,1417173120,3.14707
India,2022-10-04,44601892,1417173120,3.14724
India,2022-10-05,44604463,1417173120,3.14743
India,2022-10-06,44606460,1417173120,3.14757
India,2022-10-07,44609257,1417173120,3.14776
India,2022-10-08,44612013,1417173120,3.14796
India,2022-10-09,44614437,1417173120,3.14813
India,2022-10-10,44616394,1417173120,3.14827
India,2022-10-11,44616235,1417173120,3.14826
India,2022-10-12,44621319,1417173120,3.14861
India,2022-10-13,44623997,1417173120,3.14880
India,2022-10-14,44626427,1417173120,3.14897
India,2022-10-15,44628828,1417173120,3.14914
India,2022-10-16,44630888,1417173120,3.14929
India,2022-10-17,44632430,1417173120,3.14940
India,2022-10-18,44634376,1417173120,3.14954
India,2022-10-19,44636517,1417173120,3.14969
India,2022-10-20,44638636,1417173120,3.14984
India,2022-10-21,44640748,1417173120,3.14999
India,2022-10-22,44642742,1417173120,3.15013
India,2022-10-23,44644076,1417173120,3.15022
India,2022-10-24,44644938,1417173120,3.15028
India,2022-10-25,44645768,1417173120,3.15034
India,2022-10-26,44646880,1417173120,3.15042
India,2022-10-27,44649088,1417173120,3.15057
India,2022-10-28,44650662,1417173120,3.15069
India,2022-10-29,44652256,1417173120,3.15080
India,2022-10-30,44653592,1417173120,3.15089
India,2022-10-31,44654638,1417173120,3.15097
India,2022-11-01,44655828,1417173120,3.15105
India,2022-11-02,44655926,1417173120,3.15106
India,2022-11-03,44658365,1417173120,3.15123
India,2022-11-04,44659447,1417173120,3.15130
India,2022-11-05,44660579,1417173120,3.15138
India,2022-11-06,44661504,1417173120,3.15145
India,2022-11-07,44660293,1417173120,3.15136
India,2022-11-08,44660293,1417173120,3.15136
India,2022-11-09,44660293,1417173120,3.15136
India,2022-11-10,44664810,1417173120,3.15168
India,2022-11-11,44665643,1417173120,3.15174
India,2022-11-12,44666372,1417173120,3.15179
India,2022-11-13,44666924,1417173120,3.15183
India,2022-11-14,44667390,1417173120,3.15187
India,2022-11-15,44667900,1417173120,3.15190
India,2022-11-16,44668535,1417173120,3.15195
India,2022-11-17,44667967,1417173120,3.15191
India,2022-11-18,44669748,1417173120,3.15203
India,2022-11-19,44670240,1417173120,3.15207
India,2022-11-20,44670646,1417173120,3.15210
India,2022-11-21,44670940,1417173120,3.15212
India,2022-11-22,44671300,1417173120,3.15214
India,2022-11-23,44671708,1417173120,3.15217
India,2022-11-24,44672048,1417173120,3.15219
India,2022-11-25,44672442,1417173120,3.15222
India,2022-11-26,44672787,1417173120,3.15225
India,2022-11-27,44673078,1417173120,3.15227
India,2022-11-28,44673293,1417173120,3.15228
India,2022-11-29,44673567,1417173120,3.15230
India,2022-11-30,44673863,1417173120,3.15232
India,2022-12-01,44674138,1417173120,3.15234
India,2022-12-02,44674390,1417173120,3.15236
India,2022-12-03,44674616,1417173120,3.15238
India,2022-12-04,44674842,1417173120,3.15239
India,2022-12-05,44675006,1417173120,3.15240
India,2022-12-06,44675172,1417173120,3.15241
India,2022-12-07,44675413,1417173120,3.15243
India,2022-12-08,44675662,1417173120,3.15245
India,2022-12-09,44675872,1417173120,3.15246
India,2022-12-10,44676045,1417173120,3.15248
India,2022-12-11,44676045,1417173120,3.15248
India,2022-12-12,44676318,1417173120,3.15250
Italy,2020-01-31,2,59037472,0.00000
Italy,2020-02-01,2,59037472,0.00000
Italy,2020-02-02,2,59037472,0.00000
Italy,2020-02-03,2,59037472,0.00000
Italy,2020-02-04,2,59037472,0.00000
Italy,2020-02-05,2,59037472,0.00000
Italy,2020-02-06,2,59037472,0.00000
Italy,2020-02-07,3,59037472,0.00001
Italy,2020-02-08,3,59037472,0.00001
Italy,2020-02-09,3,59037472,0.00001
Italy,2020-02-10,3,59037472,0.00001
Italy,2020-02-11,3,59037472,0.00001
Italy,2020-02-12,3,59037472,0.00001
Italy,2020-02-13,3,59037472,0.00001
Italy,2020-02-14,3,59037472,0.00001
Italy,2020-02-15,3,59037472,0.00001
Italy,2020-02-16,3,59037472,0.00001
Italy,2020-02-17,3,59037472,0.00001
Italy,2020-02-18,3,59037472,0.00001
Italy,2020-02-19,3,59037472,0.00001
Italy,2020-02-20,3,59037472,0.00001
Italy,2020-02-21,20,59037472,0.00003
Italy,2020-02-22,62,59037472,0.00011
Italy,2020-02-23,155,59037472,0.00026
Italy,2020-02-24,229,59037472,0.00039
Italy,2020-02-25,322,59037472,0.00055
